,id,_label,name,code,lineNumber,controlStructureType,ALPHA,node_label,node_content
8,38_10,LOCAL,eax,uint32_t eax,38_____3.0,,DELETE,LOCAL_3.0: uint32_t eax,variable eax 
9,38_11,LOCAL,ebx,uint32_t ebx,38_____3.0,,DELETE,LOCAL_3.0: uint32_t ebx,variable ebx 
10,38_12,LOCAL,ecx,uint32_t ecx,38_____3.0,,DELETE,LOCAL_3.0: uint32_t ecx,variable ecx 
11,38_13,LOCAL,edx,uint32_t edx,38_____3.0,,DELETE,LOCAL_3.0: uint32_t edx,variable edx 
12,38_14,CALL,<operator>.assignment,eax = 0,38_____3.0,,DELETE,CALL_3.0: eax = 0,assignment 
13,38_15,IDENTIFIER,eax,eax,38_____3.0,,DELETE,IDENTIFIER_3.0: eax,variable eax 
14,38_16,LITERAL,,0,38_____3.0,,DELETE,LITERAL_3.0: 0,literal  
15,38_17,CALL,<operator>.assignment,ebx = 0,38_____3.0,,DELETE,CALL_3.0: ebx = 0,assignment 
16,38_18,IDENTIFIER,ebx,ebx,38_____3.0,,DELETE,IDENTIFIER_3.0: ebx,variable ebx 
17,38_19,LITERAL,,0,38_____3.0,,DELETE,LITERAL_3.0: 0,literal  
18,38_20,CALL,<operator>.assignment,ecx = 0,38_____3.0,,DELETE,CALL_3.0: ecx = 0,assignment 
19,38_21,IDENTIFIER,ecx,ecx,38_____3.0,,DELETE,IDENTIFIER_3.0: ecx,variable ecx 
20,38_22,LITERAL,,0,38_____3.0,,DELETE,LITERAL_3.0: 0,literal  
21,38_23,CALL,<operator>.assignment,edx = 0,38_____3.0,,DELETE,CALL_3.0: edx = 0,assignment 
22,38_24,IDENTIFIER,edx,edx,38_____3.0,,DELETE,IDENTIFIER_3.0: edx,variable edx 
23,38_25,LITERAL,,0,38_____3.0,,DELETE,LITERAL_3.0: 0,literal  
24,38_26,LOCAL,i,int i,38_____4.0,,DELETE,LOCAL_4.0: int i,variable i 
25,38_27,CONTROL_STRUCTURE,,for (i = 0;i < 3;i++),38_____6.0,FOR,DELETE,CONTROL_STRUCTURE_6.0: for (i = 0;i < 3;i++),forStmt 
27,38_29,CALL,<operator>.assignment,i = 0,38_____6.0,,DELETE,CALL_6.0: i = 0,assignment 
28,38_30,IDENTIFIER,i,i,38_____6.0,,DELETE,IDENTIFIER_6.0: i,variable i 
29,38_31,LITERAL,,0,38_____6.0,,DELETE,LITERAL_6.0: 0,literal  
30,38_32,CALL,<operator>.lessThan,i < 3,38_____6.0,,DELETE,CALL_6.0: i < 3,lessThan 
31,38_33,IDENTIFIER,i,i,38_____6.0,,DELETE,IDENTIFIER_6.0: i,variable i 
32,38_34,LITERAL,,3,38_____6.0,,DELETE,LITERAL_6.0: 3,literal  
33,38_35,CALL,<operator>.postIncrement,i++,38_____6.0,,DELETE,CALL_6.0: i++,postIncrement 
34,38_36,IDENTIFIER,i,i,38_____6.0,,DELETE,IDENTIFIER_6.0: i,variable i 
36,38_38,CALL,host_cpuid,"host_cpuid(0x80000002 + i, 0, &eax, &ebx, &ecx, &edx)",38_____7.0,,DELETE,"CALL_7.0: host_cpuid(0x80000002 + i, 0, &eax, &ebx, &ecx, &edx)",funcCall host_cpuid 
37,38_39,CALL,<operator>.addition,0x80000002 + i,38_____7.0,,DELETE,CALL_7.0: 0x80000002 + i,addition 
38,38_40,LITERAL,,0x80000002,38_____7.0,,DELETE,LITERAL_7.0: 0x80000002,literal  
39,38_41,IDENTIFIER,i,i,38_____7.0,,DELETE,IDENTIFIER_7.0: i,variable i 
40,38_42,LITERAL,,0,38_____7.0,,DELETE,LITERAL_7.0: 0,literal  
41,38_43,CALL,<operator>.addressOf,&eax,38_____7.0,,DELETE,CALL_7.0: &eax,addressOf 
42,38_44,IDENTIFIER,eax,eax,38_____7.0,,DELETE,IDENTIFIER_7.0: eax,variable eax 
43,38_45,CALL,<operator>.addressOf,&ebx,38_____7.0,,DELETE,CALL_7.0: &ebx,addressOf 
44,38_46,IDENTIFIER,ebx,ebx,38_____7.0,,DELETE,IDENTIFIER_7.0: ebx,variable ebx 
45,38_47,CALL,<operator>.addressOf,&ecx,38_____7.0,,DELETE,CALL_7.0: &ecx,addressOf 
46,38_48,IDENTIFIER,ecx,ecx,38_____7.0,,DELETE,IDENTIFIER_7.0: ecx,variable ecx 
47,38_49,CALL,<operator>.addressOf,&edx,38_____7.0,,DELETE,CALL_7.0: &edx,addressOf 
48,38_50,IDENTIFIER,edx,edx,38_____7.0,,DELETE,IDENTIFIER_7.0: edx,variable edx 
49,38_51,CALL,memcpy,"memcpy(str + i * 16 +  0, &eax, 4)",38_____8.0,,DELETE,"CALL_8.0: memcpy(str + i * 16 +  0, &eax, 4)",funcCall memcpy 
50,38_52,CALL,<operator>.addition,str + i * 16 +  0,38_____8.0,,DELETE,CALL_8.0: str + i * 16 +  0,addition 
51,38_53,CALL,<operator>.addition,str + i * 16,38_____8.0,,DELETE,CALL_8.0: str + i * 16,addition 
52,38_54,IDENTIFIER,str,str,38_____8.0,,DELETE,IDENTIFIER_8.0: str,variable str 
53,38_55,CALL,<operator>.multiplication,i * 16,38_____8.0,,DELETE,CALL_8.0: i * 16,multiplication 
54,38_56,IDENTIFIER,i,i,38_____8.0,,DELETE,IDENTIFIER_8.0: i,variable i 
55,38_57,LITERAL,,16,38_____8.0,,DELETE,LITERAL_8.0: 16,literal  
56,38_58,LITERAL,,0,38_____8.0,,DELETE,LITERAL_8.0: 0,literal  
57,38_59,CALL,<operator>.addressOf,&eax,38_____8.0,,DELETE,CALL_8.0: &eax,addressOf 
58,38_60,IDENTIFIER,eax,eax,38_____8.0,,DELETE,IDENTIFIER_8.0: eax,variable eax 
59,38_61,LITERAL,,4,38_____8.0,,DELETE,LITERAL_8.0: 4,literal  
60,38_62,CALL,memcpy,"memcpy(str + i * 16 +  4, &ebx, 4)",38_____9.0,,DELETE,"CALL_9.0: memcpy(str + i * 16 +  4, &ebx, 4)",funcCall memcpy 
61,38_63,CALL,<operator>.addition,str + i * 16 +  4,38_____9.0,,DELETE,CALL_9.0: str + i * 16 +  4,addition 
62,38_64,CALL,<operator>.addition,str + i * 16,38_____9.0,,DELETE,CALL_9.0: str + i * 16,addition 
63,38_65,IDENTIFIER,str,str,38_____9.0,,DELETE,IDENTIFIER_9.0: str,variable str 
64,38_66,CALL,<operator>.multiplication,i * 16,38_____9.0,,DELETE,CALL_9.0: i * 16,multiplication 
65,38_67,IDENTIFIER,i,i,38_____9.0,,DELETE,IDENTIFIER_9.0: i,variable i 
66,38_68,LITERAL,,16,38_____9.0,,DELETE,LITERAL_9.0: 16,literal  
67,38_69,LITERAL,,4,38_____9.0,,DELETE,LITERAL_9.0: 4,literal  
68,38_70,CALL,<operator>.addressOf,&ebx,38_____9.0,,DELETE,CALL_9.0: &ebx,addressOf 
69,38_71,IDENTIFIER,ebx,ebx,38_____9.0,,DELETE,IDENTIFIER_9.0: ebx,variable ebx 
70,38_72,LITERAL,,4,38_____9.0,,DELETE,LITERAL_9.0: 4,literal  
71,38_73,CALL,memcpy,"memcpy(str + i * 16 +  8, &ecx, 4)",38_____10.0,,DELETE,"CALL_10.0: memcpy(str + i * 16 +  8, &ecx, 4)",funcCall memcpy 
72,38_74,CALL,<operator>.addition,str + i * 16 +  8,38_____10.0,,DELETE,CALL_10.0: str + i * 16 +  8,addition 
73,38_75,CALL,<operator>.addition,str + i * 16,38_____10.0,,DELETE,CALL_10.0: str + i * 16,addition 
74,38_76,IDENTIFIER,str,str,38_____10.0,,DELETE,IDENTIFIER_10.0: str,variable str 
75,38_77,CALL,<operator>.multiplication,i * 16,38_____10.0,,DELETE,CALL_10.0: i * 16,multiplication 
76,38_78,IDENTIFIER,i,i,38_____10.0,,DELETE,IDENTIFIER_10.0: i,variable i 
77,38_79,LITERAL,,16,38_____10.0,,DELETE,LITERAL_10.0: 16,literal  
78,38_80,LITERAL,,8,38_____10.0,,DELETE,LITERAL_10.0: 8,literal  
79,38_81,CALL,<operator>.addressOf,&ecx,38_____10.0,,DELETE,CALL_10.0: &ecx,addressOf 
80,38_82,IDENTIFIER,ecx,ecx,38_____10.0,,DELETE,IDENTIFIER_10.0: ecx,variable ecx 
81,38_83,LITERAL,,4,38_____10.0,,DELETE,LITERAL_10.0: 4,literal  
82,38_84,CALL,memcpy,"memcpy(str + i * 16 + 12, &edx, 4)",38_____11.0,,DELETE,"CALL_11.0: memcpy(str + i * 16 + 12, &edx, 4)",funcCall memcpy 
83,38_85,CALL,<operator>.addition,str + i * 16 + 12,38_____11.0,,DELETE,CALL_11.0: str + i * 16 + 12,addition 
84,38_86,CALL,<operator>.addition,str + i * 16,38_____11.0,,DELETE,CALL_11.0: str + i * 16,addition 
85,38_87,IDENTIFIER,str,str,38_____11.0,,DELETE,IDENTIFIER_11.0: str,variable str 
86,38_88,CALL,<operator>.multiplication,i * 16,38_____11.0,,DELETE,CALL_11.0: i * 16,multiplication 
87,38_89,IDENTIFIER,i,i,38_____11.0,,DELETE,IDENTIFIER_11.0: i,variable i 
88,38_90,LITERAL,,16,38_____11.0,,DELETE,LITERAL_11.0: 16,literal  
89,38_91,LITERAL,,12,38_____11.0,,DELETE,LITERAL_11.0: 12,literal  
90,38_92,CALL,<operator>.addressOf,&edx,38_____11.0,,DELETE,CALL_11.0: &edx,addressOf 
91,38_93,IDENTIFIER,edx,edx,38_____11.0,,DELETE,IDENTIFIER_11.0: edx,variable edx 
92,38_94,LITERAL,,4,38_____11.0,,DELETE,LITERAL_11.0: 4,literal  
93,38_95,RETURN,,return 0;,38_____13.0,,DELETE,RETURN_13.0: return 0;,return return 0  
94,38_96,LITERAL,,0,38_____13.0,,DELETE,LITERAL_13.0: 0,literal  
95,38_97,METHOD_RETURN,,int,38_____1.0,,DELETE,METHOD_RETURN_1.0: int,return int 
152,38_157,METHOD_PARAMETER_OUT,str,char *str,38_____1.0,,DELETE,METHOD_PARAMETER_OUT_1.0: char *str,variable str 
2,39_4,TYPE_DECL,<global>,<global>,39_____1.0,,DELETE,TYPE_DECL_1.0: <global>,type <global> 
3,39_5,METHOD,<global>,<global>,39_____1.0,,DELETE,METHOD_1.0: <global>,
5,39_7,METHOD,x86_cpu_list,"void x86_cpu_list (FILE *f,int (*cpu_fprintf)(FILE *f, const char *fmt, ...),const char *optarg)",39_____1.0,,DELETE,"METHOD_1.0: void x86_cpu_list (FILE *f,int (*cpu_fprintf)(FILE *f, const char *fmt, ...),const char *optarg)",methodDecl x86_cpu_list 
6,39_8,METHOD_PARAMETER_IN,f,FILE *f,39_____1.0,,DELETE,METHOD_PARAMETER_IN_1.0: FILE *f,variable f 
7,39_9,METHOD_PARAMETER_IN,,"int (*cpu_fprintf)(FILE *f, const char *fmt, ...)",39_____1.0,,DELETE,"METHOD_PARAMETER_IN_1.0: int (*cpu_fprintf)(FILE *f, const char *fmt, ...)",variable  
8,39_10,METHOD_PARAMETER_IN,optarg,const char *optarg,39_____2.0,,DELETE,METHOD_PARAMETER_IN_2.0: const char *optarg,variable optarg 
10,39_12,LOCAL,model,unsigned char model,39_____4.0,,DELETE,LOCAL_4.0: unsigned char model,variable model 
11,39_13,CALL,<operator>.assignment,"model = !strcmp(""?model"", optarg)",39_____4.0,,DELETE,"CALL_4.0: model = !strcmp(""?model"", optarg)",assignment 
12,39_14,IDENTIFIER,model,model,39_____4.0,,DELETE,IDENTIFIER_4.0: model,variable model 
13,39_15,CALL,<operator>.logicalNot,"!strcmp(""?model"", optarg)",39_____4.0,,DELETE,"CALL_4.0: !strcmp(""?model"", optarg)",logicalNot 
14,39_16,CALL,strcmp,"strcmp(""?model"", optarg)",39_____4.0,,DELETE,"CALL_4.0: strcmp(""?model"", optarg)",funcCall strcmp 
15,39_17,LITERAL,,"""?model""",39_____4.0,,DELETE,"LITERAL_4.0: ""?model""",literal  
16,39_18,IDENTIFIER,optarg,optarg,39_____4.0,,DELETE,IDENTIFIER_4.0: optarg,variable optarg 
17,39_19,LOCAL,dump,unsigned char dump,39_____5.0,,DELETE,LOCAL_5.0: unsigned char dump,variable dump 
18,39_20,CALL,<operator>.assignment,"dump = !strcmp(""?dump"", optarg)",39_____5.0,,DELETE,"CALL_5.0: dump = !strcmp(""?dump"", optarg)",assignment 
19,39_21,IDENTIFIER,dump,dump,39_____5.0,,DELETE,IDENTIFIER_5.0: dump,variable dump 
20,39_22,CALL,<operator>.logicalNot,"!strcmp(""?dump"", optarg)",39_____5.0,,DELETE,"CALL_5.0: !strcmp(""?dump"", optarg)",logicalNot 
21,39_23,CALL,strcmp,"strcmp(""?dump"", optarg)",39_____5.0,,DELETE,"CALL_5.0: strcmp(""?dump"", optarg)",funcCall strcmp 
22,39_24,LITERAL,,"""?dump""",39_____5.0,,DELETE,"LITERAL_5.0: ""?dump""",literal  
23,39_25,IDENTIFIER,optarg,optarg,39_____5.0,,DELETE,IDENTIFIER_5.0: optarg,variable optarg 
24,39_26,LOCAL,cpuid,unsigned char cpuid,39_____6.0,,DELETE,LOCAL_6.0: unsigned char cpuid,variable cpuid 
25,39_27,CALL,<operator>.assignment,"cpuid = !strcmp(""?cpuid"", optarg)",39_____6.0,,DELETE,"CALL_6.0: cpuid = !strcmp(""?cpuid"", optarg)",assignment 
26,39_28,IDENTIFIER,cpuid,cpuid,39_____6.0,,DELETE,IDENTIFIER_6.0: cpuid,variable cpuid 
27,39_29,CALL,<operator>.logicalNot,"!strcmp(""?cpuid"", optarg)",39_____6.0,,DELETE,"CALL_6.0: !strcmp(""?cpuid"", optarg)",logicalNot 
28,39_30,CALL,strcmp,"strcmp(""?cpuid"", optarg)",39_____6.0,,DELETE,"CALL_6.0: strcmp(""?cpuid"", optarg)",funcCall strcmp 
29,39_31,LITERAL,,"""?cpuid""",39_____6.0,,DELETE,"LITERAL_6.0: ""?cpuid""",literal  
30,39_32,IDENTIFIER,optarg,optarg,39_____6.0,,DELETE,IDENTIFIER_6.0: optarg,variable optarg 
31,39_33,LOCAL,def,x86_def_t* def,39_____7.0,,DELETE,LOCAL_7.0: x86_def_t* def,variable def 
32,39_34,LOCAL,buf,char[256] buf,39_____8.0,,DELETE,LOCAL_8.0: char[256] buf,variable buf 
33,39_35,CONTROL_STRUCTURE,,if (cpuid),39_____10.0,IF,DELETE,CONTROL_STRUCTURE_10.0: if (cpuid),ifStmt 
34,39_36,IDENTIFIER,cpuid,cpuid,39_____10.0,,DELETE,IDENTIFIER_10.0: cpuid,variable cpuid 
36,39_38,CALL,*cpu_fprintf,"(*cpu_fprintf)(f, ""Recognized CPUID flags:\n"")",39_____11.0,,DELETE,"CALL_11.0: (*cpu_fprintf)(f, ""Recognized CPUID flags:\n"")",funcCall *cpu_fprintf 
37,39_39,CALL,<operator>.indirection,*cpu_fprintf,39_____11.0,,DELETE,CALL_11.0: *cpu_fprintf,indirection 
38,39_40,IDENTIFIER,cpu_fprintf,cpu_fprintf,39_____11.0,,DELETE,IDENTIFIER_11.0: cpu_fprintf,variable cpu_fprintf 
39,39_41,IDENTIFIER,f,f,39_____11.0,,DELETE,IDENTIFIER_11.0: f,variable f 
40,39_42,LITERAL,,"""Recognized CPUID flags:\n""",39_____11.0,,DELETE,"LITERAL_11.0: ""Recognized CPUID flags:\n""",literal  
41,39_43,CALL,listflags,"listflags(buf, sizeof (buf), (uint32_t)~0, feature_name, 1)",39_____12.0,,DELETE,"CALL_12.0: listflags(buf, sizeof (buf), (uint32_t)~0, feature_name, 1)",funcCall listflags 
42,39_44,IDENTIFIER,buf,buf,39_____12.0,,DELETE,IDENTIFIER_12.0: buf,variable buf 
43,39_45,CALL,<operator>.sizeOf,sizeof (buf),39_____12.0,,DELETE,CALL_12.0: sizeof (buf),sizeOf 
44,39_46,IDENTIFIER,buf,buf,39_____12.0,,DELETE,IDENTIFIER_12.0: buf,variable buf 
45,39_47,CALL,<operator>.cast,(uint32_t)~0,39_____12.0,,DELETE,CALL_12.0: (uint32_t)~0,cast 
46,39_48,UNKNOWN,,uint32_t,39_____12.0,,DELETE,UNKNOWN_12.0: uint32_t,uint32 t 
47,39_49,CALL,<operator>.not,~0,39_____12.0,,DELETE,CALL_12.0: ~0,not 
48,39_50,LITERAL,,0,39_____12.0,,DELETE,LITERAL_12.0: 0,literal  
49,39_51,IDENTIFIER,feature_name,feature_name,39_____12.0,,DELETE,IDENTIFIER_12.0: feature_name,variable feature_name 
50,39_52,LITERAL,,1,39_____12.0,,DELETE,LITERAL_12.0: 1,literal  
51,39_53,CALL,*cpu_fprintf,"(*cpu_fprintf)(f, ""  f_edx: %s\n"", buf)",39_____13.0,,DELETE,"CALL_13.0: (*cpu_fprintf)(f, ""  f_edx: %s\n"", buf)",funcCall *cpu_fprintf 
52,39_54,CALL,<operator>.indirection,*cpu_fprintf,39_____13.0,,DELETE,CALL_13.0: *cpu_fprintf,indirection 
53,39_55,IDENTIFIER,cpu_fprintf,cpu_fprintf,39_____13.0,,DELETE,IDENTIFIER_13.0: cpu_fprintf,variable cpu_fprintf 
54,39_56,IDENTIFIER,f,f,39_____13.0,,DELETE,IDENTIFIER_13.0: f,variable f 
55,39_57,LITERAL,,"""  f_edx: %s\n""",39_____13.0,,DELETE,"LITERAL_13.0: ""  f_edx: %s\n""",literal  
56,39_58,IDENTIFIER,buf,buf,39_____13.0,,DELETE,IDENTIFIER_13.0: buf,variable buf 
57,39_59,CALL,listflags,"listflags(buf, sizeof (buf), (uint32_t)~0, ext_feature_name, 1)",39_____14.0,,DELETE,"CALL_14.0: listflags(buf, sizeof (buf), (uint32_t)~0, ext_feature_name, 1)",funcCall listflags 
58,39_60,IDENTIFIER,buf,buf,39_____14.0,,DELETE,IDENTIFIER_14.0: buf,variable buf 
59,39_61,CALL,<operator>.sizeOf,sizeof (buf),39_____14.0,,DELETE,CALL_14.0: sizeof (buf),sizeOf 
60,39_62,IDENTIFIER,buf,buf,39_____14.0,,DELETE,IDENTIFIER_14.0: buf,variable buf 
61,39_63,CALL,<operator>.cast,(uint32_t)~0,39_____14.0,,DELETE,CALL_14.0: (uint32_t)~0,cast 
62,39_64,UNKNOWN,,uint32_t,39_____14.0,,DELETE,UNKNOWN_14.0: uint32_t,uint32 t 
63,39_65,CALL,<operator>.not,~0,39_____14.0,,DELETE,CALL_14.0: ~0,not 
64,39_66,LITERAL,,0,39_____14.0,,DELETE,LITERAL_14.0: 0,literal  
65,39_67,IDENTIFIER,ext_feature_name,ext_feature_name,39_____14.0,,DELETE,IDENTIFIER_14.0: ext_feature_name,variable ext_feature_name 
66,39_68,LITERAL,,1,39_____14.0,,DELETE,LITERAL_14.0: 1,literal  
67,39_69,CALL,*cpu_fprintf,"(*cpu_fprintf)(f, ""  f_ecx: %s\n"", buf)",39_____15.0,,DELETE,"CALL_15.0: (*cpu_fprintf)(f, ""  f_ecx: %s\n"", buf)",funcCall *cpu_fprintf 
68,39_70,CALL,<operator>.indirection,*cpu_fprintf,39_____15.0,,DELETE,CALL_15.0: *cpu_fprintf,indirection 
69,39_71,IDENTIFIER,cpu_fprintf,cpu_fprintf,39_____15.0,,DELETE,IDENTIFIER_15.0: cpu_fprintf,variable cpu_fprintf 
70,39_72,IDENTIFIER,f,f,39_____15.0,,DELETE,IDENTIFIER_15.0: f,variable f 
71,39_73,LITERAL,,"""  f_ecx: %s\n""",39_____15.0,,DELETE,"LITERAL_15.0: ""  f_ecx: %s\n""",literal  
72,39_74,IDENTIFIER,buf,buf,39_____15.0,,DELETE,IDENTIFIER_15.0: buf,variable buf 
73,39_75,CALL,listflags,"listflags(buf, sizeof (buf), (uint32_t)~0, ext2_feature_name, 1)",39_____16.0,,DELETE,"CALL_16.0: listflags(buf, sizeof (buf), (uint32_t)~0, ext2_feature_name, 1)",funcCall listflags 
74,39_76,IDENTIFIER,buf,buf,39_____16.0,,DELETE,IDENTIFIER_16.0: buf,variable buf 
75,39_77,CALL,<operator>.sizeOf,sizeof (buf),39_____16.0,,DELETE,CALL_16.0: sizeof (buf),sizeOf 
76,39_78,IDENTIFIER,buf,buf,39_____16.0,,DELETE,IDENTIFIER_16.0: buf,variable buf 
77,39_79,CALL,<operator>.cast,(uint32_t)~0,39_____16.0,,DELETE,CALL_16.0: (uint32_t)~0,cast 
78,39_80,UNKNOWN,,uint32_t,39_____16.0,,DELETE,UNKNOWN_16.0: uint32_t,uint32 t 
79,39_81,CALL,<operator>.not,~0,39_____16.0,,DELETE,CALL_16.0: ~0,not 
80,39_82,LITERAL,,0,39_____16.0,,DELETE,LITERAL_16.0: 0,literal  
81,39_83,IDENTIFIER,ext2_feature_name,ext2_feature_name,39_____16.0,,DELETE,IDENTIFIER_16.0: ext2_feature_name,variable ext2_feature_name 
82,39_84,LITERAL,,1,39_____16.0,,DELETE,LITERAL_16.0: 1,literal  
83,39_85,CALL,*cpu_fprintf,"(*cpu_fprintf)(f, ""  extf_edx: %s\n"", buf)",39_____17.0,,DELETE,"CALL_17.0: (*cpu_fprintf)(f, ""  extf_edx: %s\n"", buf)",funcCall *cpu_fprintf 
84,39_86,CALL,<operator>.indirection,*cpu_fprintf,39_____17.0,,DELETE,CALL_17.0: *cpu_fprintf,indirection 
85,39_87,IDENTIFIER,cpu_fprintf,cpu_fprintf,39_____17.0,,DELETE,IDENTIFIER_17.0: cpu_fprintf,variable cpu_fprintf 
86,39_88,IDENTIFIER,f,f,39_____17.0,,DELETE,IDENTIFIER_17.0: f,variable f 
87,39_89,LITERAL,,"""  extf_edx: %s\n""",39_____17.0,,DELETE,"LITERAL_17.0: ""  extf_edx: %s\n""",literal  
88,39_90,IDENTIFIER,buf,buf,39_____17.0,,DELETE,IDENTIFIER_17.0: buf,variable buf 
89,39_91,CALL,listflags,"listflags(buf, sizeof (buf), (uint32_t)~0, ext3_feature_name, 1)",39_____18.0,,DELETE,"CALL_18.0: listflags(buf, sizeof (buf), (uint32_t)~0, ext3_feature_name, 1)",funcCall listflags 
90,39_92,IDENTIFIER,buf,buf,39_____18.0,,DELETE,IDENTIFIER_18.0: buf,variable buf 
91,39_93,CALL,<operator>.sizeOf,sizeof (buf),39_____18.0,,DELETE,CALL_18.0: sizeof (buf),sizeOf 
92,39_94,IDENTIFIER,buf,buf,39_____18.0,,DELETE,IDENTIFIER_18.0: buf,variable buf 
93,39_95,CALL,<operator>.cast,(uint32_t)~0,39_____18.0,,DELETE,CALL_18.0: (uint32_t)~0,cast 
94,39_96,UNKNOWN,,uint32_t,39_____18.0,,DELETE,UNKNOWN_18.0: uint32_t,uint32 t 
95,39_97,CALL,<operator>.not,~0,39_____18.0,,DELETE,CALL_18.0: ~0,not 
96,39_98,LITERAL,,0,39_____18.0,,DELETE,LITERAL_18.0: 0,literal  
97,39_99,IDENTIFIER,ext3_feature_name,ext3_feature_name,39_____18.0,,DELETE,IDENTIFIER_18.0: ext3_feature_name,variable ext3_feature_name 
98,39_100,LITERAL,,1,39_____18.0,,DELETE,LITERAL_18.0: 1,literal  
99,39_101,CALL,*cpu_fprintf,"(*cpu_fprintf)(f, ""  extf_ecx: %s\n"", buf)",39_____19.0,,DELETE,"CALL_19.0: (*cpu_fprintf)(f, ""  extf_ecx: %s\n"", buf)",funcCall *cpu_fprintf 
100,39_102,CALL,<operator>.indirection,*cpu_fprintf,39_____19.0,,DELETE,CALL_19.0: *cpu_fprintf,indirection 
101,39_103,IDENTIFIER,cpu_fprintf,cpu_fprintf,39_____19.0,,DELETE,IDENTIFIER_19.0: cpu_fprintf,variable cpu_fprintf 
102,39_104,IDENTIFIER,f,f,39_____19.0,,DELETE,IDENTIFIER_19.0: f,variable f 
103,39_105,LITERAL,,"""  extf_ecx: %s\n""",39_____19.0,,DELETE,"LITERAL_19.0: ""  extf_ecx: %s\n""",literal  
104,39_106,IDENTIFIER,buf,buf,39_____19.0,,DELETE,IDENTIFIER_19.0: buf,variable buf 
105,39_107,RETURN,,return;,39_____20.0,,DELETE,RETURN_20.0: return;,return return  
106,39_108,CONTROL_STRUCTURE,,for (def = x86_defs;def;def = def->next),39_____22.0,FOR,DELETE,CONTROL_STRUCTURE_22.0: for (def = x86_defs;def;def = def->next),forStmt 
108,39_110,CALL,<operator>.assignment,def = x86_defs,39_____22.0,,DELETE,CALL_22.0: def = x86_defs,assignment 
109,39_111,IDENTIFIER,def,def,39_____22.0,,DELETE,IDENTIFIER_22.0: def,variable def 
110,39_112,IDENTIFIER,x86_defs,x86_defs,39_____22.0,,DELETE,IDENTIFIER_22.0: x86_defs,variable x86_defs 
111,39_113,IDENTIFIER,def,def,39_____22.0,,DELETE,IDENTIFIER_22.0: def,variable def 
112,39_114,CALL,<operator>.assignment,def = def->next,39_____22.0,,DELETE,CALL_22.0: def = def->next,assignment 
113,39_115,IDENTIFIER,def,def,39_____22.0,,DELETE,IDENTIFIER_22.0: def,variable def 
114,39_116,CALL,<operator>.indirectFieldAccess,def->next,39_____22.0,,DELETE,CALL_22.0: def->next,indirectFieldAccess 
115,39_117,IDENTIFIER,def,def,39_____22.0,,DELETE,IDENTIFIER_22.0: def,variable def 
116,39_118,FIELD_IDENTIFIER,,next,39_____22.0,,DELETE,FIELD_IDENTIFIER_22.0: next,variable  
118,39_120,CALL,snprintf,"snprintf(buf, sizeof (buf), def->flags ? ""[%s]"": ""%s"", def->name)",39_____23.0,,DELETE,"CALL_23.0: snprintf(buf, sizeof (buf), def->flags ? ""[%s]"": ""%s"", def->name)",funcCall snprintf 
119,39_121,IDENTIFIER,buf,buf,39_____23.0,,DELETE,IDENTIFIER_23.0: buf,variable buf 
120,39_122,CALL,<operator>.sizeOf,sizeof (buf),39_____23.0,,DELETE,CALL_23.0: sizeof (buf),sizeOf 
121,39_123,IDENTIFIER,buf,buf,39_____23.0,,DELETE,IDENTIFIER_23.0: buf,variable buf 
122,39_124,CALL,<operator>.conditional,"def->flags ? ""[%s]"": ""%s""",39_____23.0,,DELETE,"CALL_23.0: def->flags ? ""[%s]"": ""%s""",conditional 
123,39_125,CALL,<operator>.indirectFieldAccess,def->flags,39_____23.0,,DELETE,CALL_23.0: def->flags,indirectFieldAccess 
124,39_126,IDENTIFIER,def,def,39_____23.0,,DELETE,IDENTIFIER_23.0: def,variable def 
125,39_127,FIELD_IDENTIFIER,,flags,39_____23.0,,DELETE,FIELD_IDENTIFIER_23.0: flags,variable  
126,39_128,LITERAL,,"""[%s]""",39_____23.0,,DELETE,"LITERAL_23.0: ""[%s]""",literal  
127,39_129,LITERAL,,"""%s""",39_____23.0,,DELETE,"LITERAL_23.0: ""%s""",literal  
128,39_130,CALL,<operator>.indirectFieldAccess,def->name,39_____23.0,,DELETE,CALL_23.0: def->name,indirectFieldAccess 
129,39_131,IDENTIFIER,def,def,39_____23.0,,DELETE,IDENTIFIER_23.0: def,variable def 
130,39_132,FIELD_IDENTIFIER,,name,39_____23.0,,DELETE,FIELD_IDENTIFIER_23.0: name,variable  
131,39_133,CONTROL_STRUCTURE,,if (model || dump),39_____24.0,IF,DELETE,CONTROL_STRUCTURE_24.0: if (model || dump),ifStmt 
132,39_134,CALL,<operator>.logicalOr,model || dump,39_____24.0,,DELETE,CALL_24.0: model || dump,logicalOr 
133,39_135,IDENTIFIER,model,model,39_____24.0,,DELETE,IDENTIFIER_24.0: model,variable model 
134,39_136,IDENTIFIER,dump,dump,39_____24.0,,DELETE,IDENTIFIER_24.0: dump,variable dump 
136,39_138,CALL,*cpu_fprintf,"(*cpu_fprintf)(f, ""x86 %16s  %-48s\n"", buf, def->model_id)",39_____25.0,,DELETE,"CALL_25.0: (*cpu_fprintf)(f, ""x86 %16s  %-48s\n"", buf, def->model_id)",funcCall *cpu_fprintf 
137,39_139,CALL,<operator>.indirection,*cpu_fprintf,39_____25.0,,DELETE,CALL_25.0: *cpu_fprintf,indirection 
